countrynum,statenum,statename,Route,routename,latitude,longitude,Year,Aou,SpeciesTotal
124,4,Alberta,2,BOW ISLAND,49.87324,-111.4102,2016,2881,13
124,4,Alberta,6,BINDLOSS,50.74668,-110.25869,2016,2881,6
840,53,MONTANA,6,VIRGELLE,48.0610003,-110.3321782,2016,2881,1
840,53,MONTANA,7,CLEVELAND,48.2967897,-109.0648339,2016,2881,1
840,53,MONTANA,8,HARLEM,48.3824357,-108.7144099,2016,2881,1
840,64,NORTH DAKOTA,8,EMERADO,47.9619307,-97.4077439,2016,2881,1
124,4,Alberta,9,BUFFALO HILL,50.60147,-113.02852,2016,2881,2
124,45,Manitoba,9,CROLL,49.34073,-100.12712,2016,2881,2
840,53,MONTANA,10,GLASGOW,48.2045751,-106.5334326,2016,2881,1
840,53,MONTANA,11,OSWEGO,48.0596931,-105.9946591,2016,2881,1
840,53,MONTANA,12,REDSTONE,48.8382207,-104.8419949,2016,2881,2
840,33,IDAHO,14,LEADORE,44.722359,-113.5203605,2016,2881,12
124,79,Saskatchewan,14,MOOSE JAW,50.33853,-105.39733,2016,2881,2
124,79,Saskatchewan,15,PARKBEG,50.48447,-106.27955,2016,2881,3
124,79,Saskatchewan,16,SWIFT CURRNT,50.10608,-107.73392,2016,2881,2
840,64,NORTH DAKOTA,17,ROLLA,48.7474635,-99.6133701,2016,2881,2
840,64,NORTH DAKOTA,18,NILES,48.2672307,-99.3513109,2016,2881,2
840,50,MINNESOTA,21,CHOKIO,45.5499007,-96.0968314,2016,2881,1
840,36,IOWA,22,KANAWHA,42.9663334,-93.8524963,2016,2881,2
840,54,NEBRASKA,23,SPARTA,42.6988061,-97.9539527,2016,2881,1
840,64,NORTH DAKOTA,24,LORAINE,48.8647667,-101.5405509,2016,2881,2
840,64,NORTH DAKOTA,26,STANLEY,48.2692787,-102.4614329,2016,2881,4
840,53,MONTANA,29,TWO DOT,46.3295907,-110.0515279,2016,2881,2
840,36,IOWA,30,DAVIS CORNER,43.3492727,-92.2585749,2016,2881,4
840,64,NORTH DAKOTA,32,GORHAM,47.2340597,-103.3213579,2016,2881,4
124,79,Saskatchewan,33,BIGGAR,52.23764,-107.97894,2016,2881,1
840,53,MONTANA,35,WEBSTER,46.1128407,-104.4950949,2016,2881,1
840,64,NORTH DAKOTA,36,BENTLEY,46.1041487,-102.0608219,2016,2881,1
840,64,NORTH DAKOTA,37,GLEN ULLIN,46.7758047,-101.9283519,2016,2881,5
840,81,SOUTH DAKOTA,37,LODGEPOLE,45.8344327,-102.9426799,2016,2881,1
840,89,WASHINGTON,38,WILBUR,47.7717347,-118.8944699,2016,2881,1
840,64,NORTH DAKOTA,39,POWERS LAKE,48.6621167,-102.6906819,2016,2881,2
840,92,WYOMING,44,ARVADA,44.6516797,-106.1303939,2016,2881,2
840,89,WASHINGTON,57,KEYSTONE,30.0641124,-91.8208203,2016,2881,4
840,50,MINNESOTA,60,FRANKLIN,44.5014836,-94.8515103,2016,2881,1
840,92,WYOMING,84,LEO,42.2489347,-106.5688169,2016,2881,2
124,4,Alberta,101,MANYBERRIES,49.26127,-110.69079,2016,2881,5
840,53,MONTANA,105,Whitlash,48.682302,-111.46974,2016,2881,3
124,4,Alberta,107,WARDLOW,50.92139,-111.11275,2016,2881,1
124,4,Alberta,109,MAZEPPA,50.42635,-113.82728,2016,2881,7
124,4,Alberta,111,ESTHER,51.44533,-110.38028,2016,2881,1
840,64,NORTH DAKOTA,113,BOWESMONT 2,48.717625,-97.316075,2016,2881,2
124,79,Saskatchewan,116,DENDRON,50.01867,-107.00595,2016,2881,4
124,79,Saskatchewan,120,WILLOWBROOK,51.09238,-102.75534,2016,2881,2
124,79,Saskatchewan,124,BRODERICK,51.56189,-106.63717,2016,2881,2
840,33,IDAHO,128,BLACKFT RES,42.9613154,-111.7185508,2016,2881,2
124,4,Alberta,203,KIPP COULEE,49.38423,-112.65106,2016,2881,6
124,45,Manitoba,203,GRETNA,49.10385,-97.84131,2016,2881,4
124,45,Manitoba,205,GRAYSVILLE,49.51136,-98.16004,2016,2881,2
124,4,Alberta,209,ENSIGN,50.48464,-113.39021,2016,2881,3
124,4,Alberta,211,ACADIA VALLY,51.35788,-110.19278,2016,2881,2
124,79,Saskatchewan,213,Craven,50.75888,-104.6899,2016,2881,1
124,4,Alberta,214,KATHYRN,51.4154,-113.7321,2016,2881,2
124,79,Saskatchewan,217,WHITE BEAR,50.92153,-108.07043,2016,2881,8
124,4,Alberta,302,LEGEND,49.75642,-111.51741,2016,2881,5
840,53,MONTANA,305,GILDFORD,48.563091,-110.302392,2016,2881,1
124,4,Alberta,306,Roseglen,50.55749,-110.32547,2016,2881,4
840,53,MONTANA,306,CHINOOK,51.44452,-110.91913,2016,2881,1
840,53,MONTANA,307,ESTER LAKE,48.086536,-108.170308,2016,2881,4
840,53,MONTANA,308,SACO,48.756557,-107.118909,2016,2881,1
124,79,Saskatchewan,309,KINCORTH,49.96045,-109.53173,2016,2881,1
840,53,MONTANA,314,SUN RIVER,47.542278,-111.703118,2016,2881,1
840,53,MONTANA,320,LINDSAY,47.225122,-105.166186,2016,2881,1
124,79,Saskatchewan,405,Divide,49.10171,-109.12272,2016,2881,1
124,79,Saskatchewan,406,Shaunavon,49.30547,-108.42765,2016,2881,3
124,4,Alberta,501,Rolling Hills,50.08913,-111.56814,2016,2881,1
124,4,Alberta,511,Buffalo,50.765188,-110.673829,2016,2881,5
124,4,Alberta,512,Onefour,49.10149,-110.56255,2016,2881,1
840,55,NEVADA,2,PIUTE MDWS,41.3171877,-118.9004059,2016,2882,5
840,85,UTAH,2,PROMONTORY,41.2587657,-112.4954989,2016,2882,2
840,55,NEVADA,4,MIDAS,41.2263817,-116.5900339,2016,2882,2
840,55,NEVADA,7,SAND PASS,40.2636938,-119.7796496,2016,2882,6
840,17,COLORADO,8,DOUGLAS PASS,39.4003427,-108.8123629,2016,2882,1
840,69,OREGON,8,IMNAHA,45.72192,-116.7795945,2016,2882,1
840,55,NEVADA,9,FISH CREEK,46.9078696,-114.8109307,2016,2882,23
840,92,WYOMING,9,DUBOIS,44.2384571,-112.2561867,2016,2882,1
840,85,UTAH,11,GOSHEN,38.4108577,-85.5587469,2016,2882,1
840,92,WYOMING,11,NOWOOD,43.5968807,-107.4300839,2016,2882,1
840,69,OREGON,13,LOGDELL,44.2168556,-119.2408498,2016,2882,1
840,85,UTAH,16,DESERT VIEW,38.4740357,-111.3539579,2016,2882,1
840,92,WYOMING,18,ERVAY,42.8775297,-107.4436569,2016,2882,1
840,89,WASHINGTON,23,ASOTIN,46.3417127,-117.0559849,2016,2882,2
840,55,NEVADA,29,BEATTY,36.9072027,-116.7617883,2016,2882,21
840,69,OREGON,31,ALVORD LAKE,42.34767,-118.6488892,2016,2882,2
840,89,WASHINGTON,37,QUINCY,47.3151767,-119.8794779,2016,2882,1
840,92,WYOMING,38,MEETEETSE,44.09196,-108.700013,2016,2882,1
840,92,WYOMING,44,ARVADA,44.6516797,-106.1303939,2016,2882,1
840,89,WASHINGTON,50,NIGHTHAWK,48.7556407,-119.6633299,2016,2882,3
840,92,WYOMING,57,ANCHOR,43.7078607,-108.7150189,2016,2882,2
840,92,WYOMING,58,GEBO,43.7997187,-108.2157059,2016,2882,1
840,69,OREGON,61,BLIZZARD GAP,42.0147517,-119.4780049,2016,2882,9
840,89,WASHINGTON,75,MOSES COULEE,47.6640047,-119.6308899,2016,2882,7
840,92,WYOMING,78,SAND DRAW,42.6373937,-108.1937259,2016,2882,2
840,89,WASHINGTON,84,CLOVERLAND,46.2738807,-117.2930749,2016,2882,6
840,55,NEVADA,101,BALD MTN.,41.833551,-119.6696108,2016,2882,2
840,85,UTAH,102,JOHNSON CAN,41.8929957,-112.2057119,2016,2882,5
840,85,UTAH,104,GOLD HILL,38.7687607,-120.9253159,2016,2882,11
840,89,WASHINGTON,113,LAKE CHELAN,47.7506767,-120.3554229,2016,2882,2
840,85,UTAH,116,NOTOM,38.2836597,-111.1290969,2016,2882,2
840,85,UTAH,159,CALLAO,39.8792347,-113.2671429,2016,2882,1
840,85,UTAH,161,FAYETTE,31.7099007,-91.0571174,2016,2882,7
840,85,UTAH,169,SHIVWITZ,37.0690767,-113.7700499,2016,2882,7
840,85,UTAH,171,GLEN CANYON,38.4728807,-110.2806089,2016,2882,3
840,85,UTAH,203,HARDWARE RANCH,41.6247767,-111.7942819,2016,2882,2
840,69,OREGON,204,MIKKALO,45.4001548,-120.0255662,2016,2882,11
840,33,IDAHO,217,SILVER CITY,36.4664267,-118.6547779,2016,2882,5
840,69,OREGON,230,WARNER VALLY,42.6188696,-119.6736929,2016,2882,16
840,69,OREGON,231,CATLOW RIM,42.6557897,-118.9886249,2016,2882,42
840,69,OREGON,249,SHEAVILLE,43.3301972,-117.08403,2016,2882,2
840,69,OREGON,256,THREE FORKS,42.5261832,-117.1751241,2016,2882,8
840,85,UTAH,263,BOOK RIDGE,39.234033,-109.20575,2016,2882,2
840,85,UTAH,302,SNOWVILLE,41.8927397,-112.7760009,2016,2882,4
840,17,COLORADO,308,BAXTER PASS,39.4433277,-108.9548949,2016,2882,3
840,69,OREGON,339,Twickenham,44.669185,-120.12219,2016,2882,1
840,55,NEVADA,905,AUSTIN,43.6884582,-93.0194666,2016,2882,1
840,55,NEVADA,907,VIRGIN CREEK,41.7723066,-119.1199346,2016,2882,4
840,2,ALABAMA,1,ST FLORIAN,34.868688,-87.6041417,2016,2890,3
840,25,FLORIDA,1,OAK GROVE,33.3988807,-116.8011859,2016,2890,4
840,36,IOWA,1,MT HAMILL,40.7698922,-91.6797963,2016,2890,16
840,38,KANSAS,1,MELROSE,39.9203767,-91.2963699,2016,2890,13
840,52,MISSOURI,1,DEVENTER,36.8252566,-89.2477946,2016,2890,21
840,54,NEBRASKA,1,JULIAN,40.5520447,-95.7947529,2016,2890,6
840,82,TENNESSEE,1,TIPTONVILLE,36.4175101,-89.4379279,2016,2890,3
840,83,TEXAS,1,LAG ATASCOSA,26.1912547,-97.3519969,2016,2890,23
840,35,INDIANA,2,HEBRON,34.3932407,-83.1032176,2016,2890,1
840,36,IOWA,2,EXLINE,40.6527332,-92.8864804,2016,2890,41
840,38,KANSAS,2,GALESBURG,37.5148587,-95.3249979,2016,2890,57
840,39,KENTUCKY,2,LOVELACEVILE,36.9068375,-88.8622638,2016,2890,7
840,52,MISSOURI,2,PULASKI,37.2325914,-89.2352685,2016,2890,9
840,63,NORTH CAROLINA,2,MERRIMON,34.95713,-76.65516,2016,2890,1
840,54,NEBRASKA,2,JOHNSON,40.4650912,-96.0668798,2016,2890,27
840,67,OKLAHOMA,2,BLANCO,34.7512366,-95.7740762,2016,2890,2
840,83,TEXAS,2,RACHAL,26.8901748,-98.135998,2016,2890,123
840,27,GEORGIA,3,DARIEN,31.3641465,-81.4181496,2016,2890,6
840,34,ILLINOIS,3,HOLCOMB,42.0711057,-89.0756312,2016,2890,1
840,36,IOWA,3,MELROSE,39.9203767,-91.2963699,2016,2890,29
840,38,KANSAS,3,HUMBOLDT,39.6153298,-88.3865649,2016,2890,36
840,39,KENTUCKY,3,SHILOH,30.9398503,-83.40811,2016,2890,10
840,80,SOUTH CAROLINA,3,HARDEEVILLE,32.2511024,-81.0334581,2016,2890,2
840,2,ALABAMA,4,TRADE,34.0297881,-87.0592352,2016,2890,1
840,7,ARKANSAS,4,LOCUST BAYOU,33.5907857,-92.6974039,2016,2890,1
840,25,FLORIDA,4,BLOUNTSTOWN,30.5288404,-85.1334541,2016,2890,16
840,36,IOWA,4,BEDFORD,40.5712567,-94.6426839,2016,2890,69
840,39,KENTUCKY,4,CANTON,36.792622,-87.9605863,2016,2890,18
840,52,MISSOURI,4,SWEDEN,36.857026,-92.5003493,2016,2890,3
840,63,NORTH CAROLINA,4,WARDS CORNER,34.5342189,-78.0716243,2016,2890,24
840,82,TENNESSEE,4,BROWNSVILLE,35.5377957,-89.3824309,2016,2890,5
840,88,VIRGINIA,4,CHURCHVILLE,43.1759107,-77.9620889,2016,2890,4
840,25,FLORIDA,5,BROAD BRANCH,30.3372497,-85.2869789,2016,2890,1
840,27,GEORGIA,5,BAXLEY,31.9696201,-82.3558447,2016,2890,7
840,35,INDIANA,5,KEWANNA,41.0254887,-86.2808379,2016,2890,2
840,39,KENTUCKY,5,KEYSBURG,36.664255,-87.0088713,2016,2890,36
840,63,NORTH CAROLINA,5,HALLSBORO,34.3209605,-78.5992368,2016,2890,3
840,67,OKLAHOMA,5,MILL CREEK,42.1593177,-89.3321502,2016,2890,31
840,25,FLORIDA,6,MICCOSUKEE,30.5950194,-84.0413094,2016,2890,16
840,27,GEORGIA,6,FOWLSTOWN,30.8199147,-84.5234609,2016,2890,16
840,36,IOWA,6,BRYANT,41.9751747,-90.2964159,2016,2890,3
840,38,KANSAS,6,WELLINGTON,37.3190352,-97.349158,2016,2890,6
840,39,KENTUCKY,6,CEDAR GROVE,36.9907469,-86.6314152,2016,2890,5
840,46,MARYLAND,6,WILLIAMSPORT,39.6129717,-77.8655019,2016,2890,1
840,52,MISSOURI,6,PINEVILLE,36.5642282,-94.2388636,2016,2890,1
840,54,NEBRASKA,6,KENESAW,40.6184587,-98.6673129,2016,2890,9
840,80,SOUTH CAROLINA,6,COWARD,34.0240154,-79.7849141,2016,2890,1
840,82,TENNESSEE,6,WHITEVILLE,35.3612207,-89.0787139,2016,2890,1
840,83,TEXAS,6,PETRONILA,27.6881977,-97.4706489,2016,2890,11
840,27,GEORGIA,7,FITZGERALD,31.7059705,-83.2438622,2016,2890,22
840,34,ILLINOIS,7,ATKINSON,41.3974197,-90.0300702,2016,2890,7
840,36,IOWA,7,WEST LIBERTY,41.5687389,-91.2703838,2016,2890,2
840,38,KANSAS,7,DALTON,37.2322087,-97.2582029,2016,2890,53
840,52,MISSOURI,7,CP GIRARDEAU,37.3066269,-89.526555,2016,2890,8
840,54,NEBRASKA,7,KEARNEY,39.3970207,-94.5010299,2016,2890,14
840,81,SOUTH DAKOTA,7,WINNER,43.3137817,-99.8703379,2016,2890,4
840,82,TENNESSEE,7,BIG SANDY,36.3584295,-88.0066271,2016,2890,3
840,83,TEXAS,7,RANDADO,27.0738442,-98.8220264,2016,2890,67
840,2,ALABAMA,8,PINE GROVE,34.0278089,-85.7110414,2016,2890,3
840,27,GEORGIA,8,EVERETT CITY,31.3917301,-81.643174,2016,2890,10
840,38,KANSAS,8,ST JOHN,37.9271847,-98.8303289,2016,2890,38
840,39,KENTUCKY,8,SULPHUR LICK,36.8194377,-85.7169959,2016,2890,9
840,54,NEBRASKA,8,SUMNER,40.9376453,-99.5023032,2016,2890,11
840,34,ILLINOIS,9,PUTNAM,41.1849333,-89.4568609,2016,2890,1
840,36,IOWA,9,BROOKLYN,41.8190707,-92.3572989,2016,2890,1
840,39,KENTUCKY,9,HEGIRA,36.7007807,-85.2699359,2016,2890,3
840,54,NEBRASKA,9,HOLBROOK,40.3070527,-99.9683619,2016,2890,58
840,80,SOUTH CAROLINA,9,WAGENER,33.7228886,-81.3572843,2016,2890,1
840,82,TENNESSEE,9,SWEETLIPS,35.4115013,-88.5485594,2016,2890,2
840,2,ALABAMA,10,MILLERVILLE,33.1913463,-85.9258408,2016,2890,5
840,25,FLORIDA,10,COVINGTON,30.2734632,-83.8569684,2016,2890,15
840,27,GEORGIA,10,CUTHBERT,31.7456477,-84.7198949,2016,2890,16
840,34,ILLINOIS,10,SHEFFIELD,41.3504896,-89.7704347,2016,2890,1
840,35,INDIANA,10,FOWLER,40.6790779,-87.3633993,2016,2890,7
840,36,IOWA,10,WILLIAMSBURG,41.6735997,-92.2602299,2016,2890,2
840,38,KANSAS,10,COLDWATER,37.1645227,-99.2722929,2016,2890,58
840,42,LOUISIANA,10,BICKHAM,30.8801251,-90.2491541,2016,2890,4
840,52,MISSOURI,10,AKERS,37.3759607,-91.5529269,2016,2890,24
840,63,NORTH CAROLINA,10,SPEED,35.9691437,-77.4434709,2016,2890,14
840,54,NEBRASKA,10,BARTLEY,40.1757846,-100.2510124,2016,2890,43
840,67,OKLAHOMA,10,REED,34.9151007,-99.7137839,2016,2890,143
840,82,TENNESSEE,10,SILERTON,35.3431047,-88.8148959,2016,2890,1
840,88,VIRGINIA,10,PORT ROYAL,38.1740529,-77.2184791,2016,2890,4
840,25,FLORIDA,11,STEINHATCHEE,29.6686989,-83.3782062,2016,2890,4
840,34,ILLINOIS,11,BUDA,41.3356226,-89.7085965,2016,2890,10
840,38,KANSAS,11,ASHLAND,37.1334087,-99.7413179,2016,2890,41
840,39,KENTUCKY,11,MONTICELLO,40.0787817,-88.5584799,2016,2890,1
840,63,NORTH CAROLINA,11,KINSTON,35.2819414,-77.7112775,2016,2890,9
840,54,NEBRASKA,11,STRATTON,40.0025497,-101.2298429,2016,2890,47
840,80,SOUTH CAROLINA,11,BISHOPVILLE,34.1944419,-80.2141711,2016,2890,3
840,83,TEXAS,11,HINKLES FER,28.9083337,-95.6139832,2016,2890,3
840,25,FLORIDA,12,BELMONT,30.5026237,-82.7337409,2016,2890,4
840,38,KANSAS,12,LAKIN,37.9589257,-101.4316489,2016,2890,3
840,54,NEBRASKA,12,GRETNA,49.10385,-97.84131,2016,2890,2
840,82,TENNESSEE,12,HUMBOLDT,39.6153298,-88.3865649,2016,2890,2
840,7,ARKANSAS,13,HOLLYWOOD,34.0344927,-93.2513959,2016,2890,3
840,27,GEORGIA,13,WRIGHTSVILLE,32.7366314,-82.7652865,2016,2890,11
840,35,INDIANA,13,GALVESTON,40.5842651,-86.1842198,2016,2890,1
840,36,IOWA,13,PANTHER,41.6586017,-94.1444549,2016,2890,3
840,52,MISSOURI,13,HANDLEY,37.5143127,-92.9258039,2016,2890,9
840,67,OKLAHOMA,13,INDIANOLA,35.1738817,-95.7806629,2016,2890,10
840,82,TENNESSEE,13,POND CREEK,36.1745577,-86.9969029,2016,2890,1
840,25,FLORIDA,14,ROMEO,29.1916199,-82.394802,2016,2890,9
840,38,KANSAS,14,DOVER,39.0295357,-75.4593569,2016,2890,32
840,52,MISSOURI,14,GRAYDON,37.4542087,-93.513291,2016,2890,5
840,54,NEBRASKA,14,SURPRISE,41.1630727,-97.3498079,2016,2890,26
840,7,ARKANSAS,15,WALDRON,34.9704407,-94.0440279,2016,2890,10
840,25,FLORIDA,15,FT GADSDEN,29.9877641,-84.9762879,2016,2890,2
840,36,IOWA,15,NEOLA,41.4483667,-95.7265309,2016,2890,3
840,38,KANSAS,15,BARCLAY,38.5354618,-95.8576087,2016,2890,64
840,42,LOUISIANA,15,HACKBERRY,30.0082047,-93.3426979,2016,2890,1
840,52,MISSOURI,15,FILLEY,37.7705887,-93.8518459,2016,2890,10
840,54,NEBRASKA,15,RICHLAND,37.937149,-92.441823,2016,2890,1
840,67,OKLAHOMA,15,BEGGS,35.7262277,-96.1218109,2016,2890,1
840,82,TENNESSEE,15,COLLINWOOD,35.1607149,-87.6852374,2016,2890,7
840,83,TEXAS,15,HOBSON,28.9215455,-97.9666688,2016,2890,51
840,90,WEST VIRGINIA,15,CLENDENIN,38.5212381,-81.3609134,2016,2890,2
840,2,ALABAMA,16,HOWARD,33.8481773,-87.5888357,2016,2890,3
840,36,IOWA,16,WALES,41.1311292,-95.3466186,2016,2890,61
840,38,KANSAS,16,WREFORD,38.9939527,-96.9002609,2016,2890,49
840,51,MISSISSIPPI,16,LAKE,32.5602847,-89.1019294,2016,2890,1
840,52,MISSOURI,16,REEDS,44.8937287,-70.4462749,2016,2890,39
840,67,OKLAHOMA,16,CHOCTAW,35.551189,-97.478191,2016,2890,1
840,83,TEXAS,16,GEORGE WEST,28.2807187,-98.3175579,2016,2890,52
840,34,ILLINOIS,17,SHERBURNVILL,41.2187664,-87.5816027,2016,2890,1
840,38,KANSAS,17,ELLINOR,38.3623234,-96.5605733,2016,2890,14
840,51,MISSISSIPPI,17,MT CARMEL,31.603808,-89.8130614,2016,2890,17
840,63,NORTH CAROLINA,17,OAKBORO,35.2194291,-80.2919201,2016,2890,4
840,54,NEBRASKA,17,PETERSBURG,56.8076137,-132.9127349,2016,2890,10
840,60,NEW MEXICO,17,COOLEY LAKE,34.1098564,-104.2297055,2016,2890,3
840,67,OKLAHOMA,17,NOBLE,35.1750957,-97.4236139,2016,2890,2
840,82,TENNESSEE,17,CAMPBELLSVILLE,35.3492078,-87.1440788,2016,2890,1
840,83,TEXAS,17,CAMPBELLTON,28.6737143,-98.38854,2016,2890,61
840,25,FLORIDA,18,ST AUGUSTINE,29.8899427,-81.3438119,2016,2890,2
840,27,GEORGIA,18,NASHVILLE,31.212031,-83.2572724,2016,2890,7
840,42,LOUISIANA,18,MAYFLOWER,31.9792958,-91.4440435,2016,2890,2
840,52,MISSOURI,18,HAYDEN,38.0833137,-91.9847259,2016,2890,6
840,60,NEW MEXICO,18,FLOYD,32.4856776,-91.4269719,2016,2890,9
840,67,OKLAHOMA,18,VERDEN,35.0432357,-98.1282339,2016,2890,23
840,80,SOUTH CAROLINA,18,BARTON CREEK,34.6616003,-83.2805093,2016,2890,2
840,2,ALABAMA,19,LIBERTY,33.4765537,-88.1712189,2016,2890,2
840,7,ARKANSAS,19,SAFFELL,35.9114603,-91.3426352,2016,2890,15
840,25,FLORIDA,19,HILLIARD,30.7202649,-81.9062085,2016,2890,9
840,27,GEORGIA,19,LINCOLNTON,33.7890197,-82.4803579,2016,2890,8
840,34,ILLINOIS,19,GULFPORT,40.8036571,-91.0568488,2016,2890,4
840,52,MISSOURI,19,DANVILLE,38.9160367,-91.6100939,2016,2890,17
840,82,TENNESSEE,19,BELOTES BEND,36.3259217,-86.3315439,2016,2890,2
840,2,ALABAMA,20,RIDERWOOD,32.1307226,-88.3172665,2016,2890,3
840,7,ARKANSAS,20,RUPERT,35.6330837,-92.7182699,2016,2890,8
840,34,ILLINOIS,20,STILLWELL,40.2137205,-91.1829978,2016,2890,36
840,38,KANSAS,20,ALBERT,38.4636553,-98.9776363,2016,2890,10
840,51,MISSISSIPPI,20,CYBUR,30.7939126,-89.7137542,2016,2890,5
840,54,NEBRASKA,20,PAXTON,40.0402279,-120.9961818,2016,2890,10
840,82,TENNESSEE,20,WHITE HOUSE,36.5086597,-86.6658089,2016,2890,1
840,83,TEXAS,20,WINNIE,29.6706502,-94.3415601,2016,2890,13
840,88,VIRGINIA,20,BIG ISLAND,37.5332587,-79.2990119,2016,2890,2
840,2,ALABAMA,21,LINDEN,32.2782397,-87.8359539,2016,2890,2
840,25,FLORIDA,21,BELMORE,29.8970697,-81.8343049,2016,2890,2
840,27,GEORGIA,21,NEWTON,31.3388298,-85.5895835,2016,2890,19
840,34,ILLINOIS,21,CHANDLERVILL,40.0810774,-90.0013197,2016,2890,14
840,35,INDIANA,21,PIMENTO,39.3319867,-87.3743359,2016,2890,24
840,38,KANSAS,21,KANOPOLIS,38.5515107,-98.0351929,2016,2890,188
840,39,KENTUCKY,21,KINGS MTN,37.390468,-84.6612332,2016,2890,1
840,52,MISSOURI,21,CENTERTOWN,38.5860411,-92.434843,2016,2890,5
840,80,SOUTH CAROLINA,21,PLUM BRANCH,33.8064239,-82.2729506,2016,2890,2
840,83,TEXAS,21,STOWELL,29.7343527,-94.4007057,2016,2890,14
840,88,VIRGINIA,21,COVESVILLE,37.8976577,-78.6894059,2016,2890,1
840,2,ALABAMA,22,HARRELL,32.442715,-87.2158334,2016,2890,2
840,7,ARKANSAS,22,COAL HILL,35.4263985,-93.6640897,2016,2890,3
840,34,ILLINOIS,22,TERRE HAUTE,40.6514497,-90.9814019,2016,2890,4
840,35,INDIANA,22,BRAZIL,39.5330205,-87.1438756,2016,2890,9
840,39,KENTUCKY,22,HUSTONVILLE,37.470864,-84.8112865,2016,2890,1
840,51,MISSISSIPPI,22,TUPELO,34.2998857,-88.5977339,2016,2890,3
840,54,NEBRASKA,22,THURSTON,42.1915702,-96.7354923,2016,2890,5
840,67,OKLAHOMA,22,PEORIA,36.9292257,-94.6982489,2016,2890,10
840,34,ILLINOIS,23,WILLIAMSFLD,40.9170762,-90.0331516,2016,2890,7
840,54,NEBRASKA,23,SPARTA,42.6988061,-97.9539527,2016,2890,13
840,67,OKLAHOMA,23,WELCH,36.9173437,-95.1256319,2016,2890,43
840,82,TENNESSEE,23,BRADYVILLE,35.7357596,-86.1676666,2016,2890,1
840,83,TEXAS,23,KATY,29.7863554,-95.831598,2016,2890,13
840,2,ALABAMA,24,SPRAGUE,32.1312407,-86.2754989,2016,2890,1
840,25,FLORIDA,24,CHILDS,27.3232866,-81.4189503,2016,2890,1
840,34,ILLINOIS,24,CAMERON,40.8602881,-90.5087794,2016,2890,24
840,63,NORTH CAROLINA,24,ARCOLA,36.2540309,-77.9795614,2016,2890,7
840,60,NEW MEXICO,24,CAPROCK,33.3149504,-103.6280881,2016,2890,3
840,67,OKLAHOMA,24,COLLINSVILLE,36.4091897,-95.8134099,2016,2890,7
840,83,TEXAS,24,ARENOSA CRK,29.0185167,-96.9354075,2016,2890,29
840,2,ALABAMA,25,BILLINGSLEY,32.6594297,-86.7017714,2016,2890,6
840,34,ILLINOIS,25,BARTONVILLE,40.6004653,-89.6657014,2016,2890,1
840,39,KENTUCKY,25,MERRIMAC,37.4126457,-85.1284099,2016,2890,7
840,51,MISSISSIPPI,25,ABERDEEN,33.8691757,-88.6571809,2016,2890,2
840,52,MISSOURI,25,RENSSELAER,40.9699502,-87.0748779,2016,2890,62
840,63,NORTH CAROLINA,25,YOUNGSVILLE,36.0593305,-78.4863356,2016,2890,3
840,54,NEBRASKA,25,EAGLE CREEK,42.7695353,-98.5988124,2016,2890,4
840,80,SOUTH CAROLINA,25,Campobello,35.055104,-82.15584,2016,2890,3
840,82,TENNESSEE,25,SILVER PT,36.0984567,-85.7051469,2016,2890,3
840,83,TEXAS,25,ROCK ISLAND,29.513077,-96.550258,2016,2890,26
840,7,ARKANSAS,26,ZION,36.0989147,-91.7354059,2016,2890,25
840,34,ILLINOIS,26,MONICA,40.9305488,-89.7938841,2016,2890,5
840,35,INDIANA,26,SPENCER,39.2638847,-86.7031329,2016,2890,10
840,38,KANSAS,26,GRANTVILLE,39.0805438,-95.5671042,2016,2890,25
840,39,KENTUCKY,26,JOHNSONVILLE,37.9353872,-85.0956126,2016,2890,3
840,54,NEBRASKA,26,MIDWAY,42.6534207,-98.6769859,2016,2890,36
840,82,TENNESSEE,26,UNION HILL,36.5041157,-85.6700349,2016,2890,1
840,83,TEXAS,26,MULDOON,29.7858555,-97.0259942,2016,2890,4
840,88,VIRGINIA,26,HALL,37.9811797,-77.8218239,2016,2890,7
840,2,ALABAMA,27,WARRIOR STD,32.3116131,-85.5530853,2016,2890,14
840,7,ARKANSAS,27,FULTON,36.4061087,-92.1148009,2016,2890,12
840,25,FLORIDA,27,FT LONESOME,27.6610372,-82.1462286,2016,2890,5
840,35,INDIANA,27,AZALIA,39.0836543,-85.9287299,2016,2890,1
840,38,KANSAS,27,ROCK CREEK,39.251508,-95.5347369,2016,2890,5
840,42,LOUISIANA,27,LONGSTREET,32.0735964,-93.9744951,2016,2890,4
840,52,MISSOURI,27,MADISON,38.5258637,-76.2101023,2016,2890,32
840,67,OKLAHOMA,27,DOUGLAS,31.4573017,-82.8019089,2016,2890,58
840,83,TEXAS,27,LOCKHART,47.4408422,-96.5804582,2016,2890,2
840,2,ALABAMA,28,LANETT,32.8854647,-85.2044589,2016,2890,1
840,7,ARKANSAS,28,COMPTON,36.1206137,-93.2802279,2016,2890,2
840,27,GEORGIA,28,HENDERSON,32.3776397,-83.7887419,2016,2890,21
840,34,ILLINOIS,28,MACKINAW,40.4972564,-89.4243639,2016,2890,10
840,35,INDIANA,28,SEXTON,39.6847217,-85.4688349,2016,2890,10
840,38,KANSAS,28,HANOVER,39.9000807,-96.8711409,2016,2890,39
