LATITUDE,LONGITUDE,AOU,SPECIESTOTAL
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
30.611,-103.367,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
36.38,-103.022,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.05,-101.325,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
34.375,-101.576,3650,1
32.387,-94.57,3650,1
32.387,-94.57,3650,1
32.387,-94.57,3650,1
